text,sentiment
kirim cepat respon cepat sayang barang tidak sesuai tawar gambar tokopedia kualitas sesuai harga harap wajar,negative
sesuai barang kirim cepat,positive
aplikasi selesai belum terima barang nya kurir tidak kirim jual terima kasih,negative
harga sesuai harga pakai tidak,positive
barang suara mantap minus kirim,positive
cepat respone,positive
packing standar kualitas sesuai harga barang bisa nyala,positive
emas kuat rapi produk bagus baik kirim bagus cepat terima kasih,positive
barang oke an hrus dcas,positive
kiri cepat abis baterai nya sisa oke,positive
bagus rapi susah unboxingnya,positive
suara mantap barang lecet,positive
baik langgan pinzy,positive
barang bagus sesuai pesan terima kasih,positive
suara kualitas sih enak teman beli m pro bisa koneksi anjing,positive
bintang bicara,positive
barang ok barang original suara jernih desain modern material premium,positive
puas langsung pakai baterai pakai menit kok cepat,neutral
sesuai gambar kirim nya sih puas produk,positive
mantap fungsi baik,positive
coba dengar deathcore oke bass nya,positive
barang sesuai deskripsi fungsi baik kirim cepat beli belum bagus awet baik produk terima kasih jual to,positive
produk bagus moga awet,positive
tidak fungsi baik headset kanan bisa doang kiri udah cas full,negative
barang fungsi baik harga murah banding,positive
nice,positive
barang oke respon cepat,positive
oke laaaah dengerin musik,positive
fungsi baik,positive
barang pakai besok nya tidak bisa hidup salah produk tidak paham hidup mati mohon,negative
terima kasih,positive
mantap sesuai harga,positive
ekspektasi cabe rawit suara kencang harga sahabat,positive
respon cepat moga bisa pake awet,positive
mudah an awet terima kasih,positive
terima kasih best jual cepat,positive
lumayan,positive
sumpah sih tws harga,positive
barang sesuai pesan jual ramah respon express terima kasih bos sukses,positive
mantap lur,positive
bagus,positive
kualitas sesuai harga,positive
barang bagus bisa nyala deh pokok,positive
oke mantapsss sesuai harga tidak harap hehe,positive
terima kasih barang udah sesuai poto baik kulir ramah,positive
bagus barang alhamdulillah,positive
barang sesuai gambar barang baik cacat barang cepat terima kasih jual,positive
barang sih ok kemas rusak bolong sellernya perhati kemas barang oke,positive
harga jangkau kualitas oke,positive
jual cepat sesuai pesan,positive
pesan sesuai aplikasi suara lumayan bagus paking bagus,positive
fungsi,positive
aja pengngiraman nya bagus bagus,positive
barang selamat tuju volume belah bisa atur ponsel kualitas jaga moga awat barang,neutral
barang bagus respon jual baik,positive
belah kiri mati udah coba isi batry jam mati,negative
rusak hidup,negative
suara lumayan ngebass pokok mantap desain simple,positive
kualitas suara bagus ukur pas telinga tidak noise baterai tidak cepat habis,positive
belah kiri cepat habis daya banding kanan,negative
ok sip,positive
puas barang bagus,positive
muas,positive
harga bilang murah kualitas tidak buruk kok bass nendang nih fungsi baik moga awet,positive
komen nyala belah aja coba deh cas tidak otak atik deh tws bisa pake individu bisa cas aja kanan,positive
fungsi baik tws nya,positive
barang kirim tidak sesuai gambar,negative
battery tahan,positive
sesuai pesan rada susah sambung,positive
packing aman lengkap kirim cepat fungsi terima kasih jual dsn tokopedia sukses,positive
lancar jaya,positive
material lumayan bagus kualitas suara treble bass bagus tidak bad harga gin,positive
proses cepat aman,positive
barang ori mantap puas manfaat power bank maksimal powernya,positive
bagus,positive
barang bagus,positive
cepat hasil bagus terima kasih,positive
barang fungsi normal kirim cepat,positive
packing ok cuman dus nya penyok suara sember banding harga nya,positive
mantap suara aman baterai awet,positive
packing aman rapi moga awet pas nyalain tidak bisa nyata daya,positive
barang pakai suara tara harga kadang kadang susah hubung bluetooth pc,positive
kualitas lumayan bagus sesuai harga,positive
barang bagus kirim cepat pokok puas,positive
coba moga awet,positive
harga harga segitu mantap,positive
mantap barang bagus sesuai,positive
suara mantap baterai awet murah tidak beli mahal,positive
fungsi baik,positive
puas harga segitu bassnya lumayan mesti hati pas telinga senggol jari dikit respon sensor volume,positive
jual sih cek tidak kirim barang charger bungkus salah charger penuh langsung kosong tidak,negative
barang original,positive
mantap barang sesuai deskripsi layan cepat terima kasih min,positive
respon jual bagus kurir bagus barang sesuai etalase bagus terima kasih,positive
mantap,positive
barang kemarin order suara nyaman dock bisa charge nyala okay moga awet,positive
barang bagus packing aman kirim tanggal beli,positive
tidak bisa menggunakanya,neutral
mati,neutral
lumayan kirim baik packing baik kualitas barang sesuai harga suara cempreng,positive
keren murah riah asli suara bagus,positive
mantap,positive
oke,positive
layan ramah cepat barang tes ok terima kasih,positive
suara oke harga gin harga yah,positive
paket aman isi sesuai pesan suara tidak tau bagus tidak kalo beli jamin ganteng deh,positive
orang baca tidak baca barang rusak kok jual,negative
bentuk nya tidak kaya foto cas nya tidak masuk ponsel,positive
sayang barang tidak sesuai foto normal aman kirim cepat,positive
paket aman kendala,positive
suara bass nya mantap luv moga awet,positive
barang bagus tidak kecewa mantap,positive
barang selamat packing penyet dikit barang oklah,positive
packing lumayan aman pakai bubble wrap kualitas suara mantap fungsi normal tes kali aman kendala desain keren terima kasih jual,positive
mantap diskon barang ok fungsi baik,positive
ok,positive
alhamdulillah barang fungsi baik terima kasih jual kurir,positive
sip,positive
bagus,positive
mantap suara jernih bassnya ok harga jangkau bisa cas ponsel ayo beli headset bluetooth tws,positive
barang bagus ad cuman retak dikit,positive
belah salah gak bisa hidup mati hidup mati salah kak,negative
gokil harga murah kualitas tidak murah hs bunyi kresek pas matiin hidupin normal pakai full jam,positive
keren sik batrei cepat habis,positive
keren bagus kirim cepat,positive
lumayan rabu teknologi tws rakyat jelata komplain ngeluh kualitas audio nya kerjaaaaaaaaaaaa anjing biar bisa beli,positive
bagus,positive
barang bagus kirim cepat trusted moga tahan,positive
barang bagus harga jangkau aja proses kirim,positive
jual barang komplain tidak tanggap chat lampu led nyala belah headset kadang nyambung kadang tidak buang,negative
barang oke kirim bilang si cepot,positive
kirim cepat packing mantap bagus rapih bagus jual and sicepat,positive
keren kiri dipake kanan charger bisa ganti ganti gtuh proses konfirmasi pesan cepat packing rapi kirim cepat oke,positive
pesan kirim,negative
suara oke,positive
bagus,positive
kondisi barang baik mulus headset nya suara angin brisik spertinya rusak,negative
kirim nya,positive
kualitas banding harga murah suara sember frekuensi bass terblenya baterai awet gua tws kualitas sa,positive
senang promo tidak sangka kirim sesuai pesan suara bagus ain karet telinga cadang harga tidak promo,positive
barang bintang plastik mika jam tidak bekas lecet burbel plastik baik utuh ok tingkat bravo,positive
harga murah segitu,positive
bagus,positive
beli tidak bisa pake cas tidak bisa udah komplain tidak balas,negative
kerennnn,positive
aktif nya pas buka tidak nyala,neutral
packingnya aman barang fungsi sesuai deskripsi,positive
alhamdulillah paket so fisik bagus kualitas sesuai harga recomended,positive
mantap terima kasih juragan,positive
jelek asem tidak fungsi,negative
barang fungsi baik kirim cepat packing aman jual ramah terima kasih jual,positive
coba barang bagus baterai awet,positive
mantap barang sesuai deskripsi originl suara mantap,positive
orang cancel pesan milih tipe kirim jual kocak takut rezeki lu hilang kapok dah,negative
paket terima kondisi bagus pakai sakit telinga baterai lumayan cepat kalo headsetnya taruh,positive
emas rapi aman kirim cepat barang coba suara mantap,positive
suara nya mati hidup kiri mati kanan terima kasih,negative
mantap sesuai ap ad iklan,positive
baterai tahan harga jangkau,positive
mantap kerenn,positive
packing oke barang sesuai kirim cepat,positive
puas barang bagus murah egk nyesal beli,positive
mantap,positive
harga bayar pas tidak harga bayar tera tokopedia,neutral
bass nya,positive
oke bruntung sesuai biasae kalo beli barang onlen rada rada gagal,positive
bagusssssssssssssssss,positive
nice barang fungsi baik,positive
sesuai order,positive
mantap,positive
jual,positive
kirim cepat gratis ongkir,positive
harga sesuai kualitas,positive
baterai nya bocor belah kiri menit langsung low battery,negative
produk original tahan jam dk jam klaim harga sahabat jual ramah kirim standar terima kasih jual tokopedia tingkat te,positive
barang bagus tidak minus,positive
jossss,positive
barang sesuai pesan coba suara mantap terima kasih juragan,positive
isi lengkap kardus kabel cas buds cadang suara headset bagus kirim cepat,positive
barang kondisi bagus barang sesuai pesan barang fungsi baik terima kasih,positive
nyaman pakai sayang jangkau meter battery nya cepat habis,neutral
respon jual produk ok tidak ragu dah sayang kurir kecewa,positive
murah riah,positive
puas sih suara hilang an kiri,positive
barang ok exp gara diskon ongkir,positive
tingggal coba,positive
sesuai deskripsi harga gin lumayan kualitas nya,positive
barang terima baik,positive
barang bagus sih,positive
lumayan harga gin baterai nya cepat habis headset nya,neutral
suara bagus fungsi baik packingnya aman rapih respon jual cepat kirim cepat,positive
biar bintang gambar bicara is the best,positive
belah kiri rusak tidak karna buka minggu,neutral
mantap sih baterai tahan cas cepat suara tidak putus putus,positive
mantap,positive
sesuai harga,positive
susah sambung sensitif hadap gera bisa mati pause ganti lagu gesek alami kena rambut,neutral
sesuai deskripsi mhantap,positive
mantap harga murah,positive
barang sesuai harga,positive
barang sesuai pesan terima kasih,positive
bagus aman moga awet,positive
jual nya ramah produk nya bagus suara nya ngebass baik,positive
lumayan,positive
suara pas tidak bass mantap tidak delay nice,positive
suara mantap barang aman cepat duga,positive
fungsi baik,positive
yah harga rabu bass nya standar harga segitu game kaya tidak rekomendasi sih delaynya detik,positive
fungsi baik kualitas bagus minus headset belah kana longgar buka,positive
yeaay,positive
barang bagus harga sekian nama anak kirim cepat jual cepat responsif kardus rusak tidak ma,positive
barang sesuai,positive
barang terima sesuai pesan,positive
barang rusak gak bisa cas,negative
mantap,positive
puas banget,positive
sesuai harga salah mati ntah kanan kiri,negative
lumayan,positive
mantap sih harga segitu,positive
harga gin sih udah oke,positive
packing bubble rapi headset udah coba fungsi baik kualitas suara ok bisa fungsi power bank,positive
sesuai harap baik,positive
twsnya bagus kaya review suara hilang detik normal kualitas suara bagus ha,positive
mantap brgnyaa cepat responya terima kasih,positive
mantap,positive
alhamdulillah barang dah fungsi baik,positive
barang mantap fungsi baik,positive
barang sesuai pesan,positive
respon jual bagus pm produk langsung tanggap emas bagus moga awet dipake produk,positive
belum coba fungsi tidak moga fungsi terima kasih mimin,positive
lumayan,positive
bagus barang fungsi baik,positive
barang mudah bawa tidak delay bagus,positive
kirim cepat barang aja pesan buah barang material barang tidak beda bahan dus nya udah penyok penyok,positive
mantap,positive
barang oke nyaman telinga suara cakep,positive
barang nya fungsi baik tidak rusak packing rapih tws nya suara jernih harga segitu pas telinga kalo pake dengerin lagu,positive
nice,positive
terima kasih barang,positive
terima kasih kurir mas agus,positive
mantap,positive
lumayan sih tws kere hore,positive
barang dah yampe sesuwe pesan tokoya amanah kurirya yaramah,positive
ma tap,positive
warna beda pesan pesan warna hitam warna putih,negative
bagus fungsi baik bagus,positive
fungsi baik sayang boros baterai but okay,positive
keren bass ok,positive
kirim fungsi baik,positive
respon cepat terima kasih jual tokopedia kurir,positive
packing oke suara mantap terima kasih jual terima kasih tokopedia,positive
alhamdulillah barang jual kurir ramah banget,positive
terima kasih juragan produk suara mantap,positive
barang bagus sesuai harga belah nya tidak bisa hubung bluetooth jual respon tidak senang niat kasih,negative
mantap,positive
mantap barang nya fungsi real gambar cepat respond,positive
sesuai harga,positive
suara ok kualitas ok emas barang hmmm kerdus rusak penyok soo barang tidak,positive
tws bagus fitur tawar tidak tws harga fitur fiturnya kali ketuk stop pause kali ketuk juragan,positive
barang udah packing bagus barang mulus cas belum coba moga awet,positive
alhamdulillah barang selamat,positive
keren,positive
kotak barang penyok barang ok,positive
barang tida sesuai foto,negative
barang bagus kirim cepat rekomended deh,positive
tampil ok harga segitu kualitas suara muas,positive
kemas rusak tws nya rada nyaman lumayan,neutral
barang aman moga jh awet,positive
respon baik kirim cepat barang tidak bisa komen hilang belum coba,positive
buds kanan tidak nyala rusak pakai udah rusak aja rugi beli,negative
kirim cepat cepat barang keren banget sesuai butuh harga diskon keren pokok senang toko online,positive
belum coba moga fungsi,positive
tidak sesuai ekspektasi bass nya,neutral
cepat kualitas baik,positive
barang bagus cepat,positive
barang bagus fungsi baik kirim cepat,positive
ulas pakai minus nya baterai casingnya tidak awet pas ngecas earbud nya normal kuras daya pas udah nya,positive
mantap,positive
sip,positive
mantap,positive
bagus,positive
belum coba sdg dicharging,positive
alhamdulillah darat aman harga gin bagus barngnya,positive
suara bagus kirim cepat nyata lambat pilih cepat,positive
barang sesuai moga awet,positive
kirim cepat suara sesuai harga,positive
nyaman pakai,positive
so bagus moga awet,positive
fitur fungsi baik tahan baterai lumayan harga kisar gin gores tipis pintar display,positive
packing aman cepat barang kualitas bagus,positive
barang bagus sesuai,positive
barang aman tws kerja baik suara bass tws asa enak dengar cocok harga murah,positive
suka mati,negative
nuhun,positive
cepat barang ok gaada kendala,positive
packing aman rapi tws fungsi baik suara bagus moga awet,positive
barang terima kasih,positive
bagus baterai tahan sesuai harga,positive
bagus barang terima kasih,positive
tws belah kiri tidak bunyi,neutral
mantap kadang hubung belah doang hahaha,positive
packing aman coba charge pakai aman moga awet terima kasih jual tokopedia,positive
ok fungsi baik,positive
suara enak telinga,positive
jual,positive
bagus banget,positive
barang sesuai harga murah kualisas mantap,positive
lumayan harga gin bass nya kedengeran mantap,positive
murah riah jossss,positive
selamat fungsi baik terima kasih,positive
barang selamat puas warna kuningg kuramg suka warna cerah hehe,positive
headset belah kiri tidak fungsi,negative
barang sesuai pesan pas udah posisi on,positive
packing aman kirim cepat coba fungsi,positive
pakai awet,positive
fungsi baik minus kabel aja pendek,positive
aman,positive
barang mantap sesuai gambar liat langsung beli barang oke,positive
sesuai harga fungsi baik battery cepat habis,positive
keren suara bagus,positive
mantap barang murah riah barang jossss tidak kecewa,positive
respon cepat produk sesuai deskripsi,positive
earphonenya enak pake praktis baterai full bisa kuat jam gantung suara volume,positive
headset nya bagus baterai awet kiri cepat abis menit banding kanan,positive
sesuai pesan fungsi baik,positive
sesuai harga,positive
nama kere hore lumayan ok tidak koneksi ntar hubung kadang mati separoh kadang delay,positive
barang bagus sesuai gambar,positive
bom minggu tidak bisa si charge belah,negative
mantull,positive
barang cepat sesuai pes terima kasih juragan,positive
harga jangkau suara oke tidak cacat fungsi normal terima kasih jual,positive
mantap,positive
barang fungsi baik,neutral
lumayan harga segitu,positive
fungsi baik,positive
beli kali kirim nya cepat langsung,positive
bagus headsetnya bau tau bau murah,positive
terima kasih admin,positive
pakai review baterai lumayan awet jam an,positive
belah kiri tidak fungsi charge tidak bisa solusi kaka jual nya,negative
produk sesuai deskripsi gambar,positive
suara bagus beli keponakan beli sayang beli earphonenya tidak fungsi bisa ngecash lepas cash langsung,positive
lumayan awet kadang trouble headset belah kanan salah kaya kresek kresek trus kadang disconect trus nyambung,neutral
barang sesuai spesifikasi kadang suara putus on nyala,positive
barang sesuai disp pakai putar musik jam suara ok stereo imbang vokal treble bas ok kiri kanan lihat,positive
headset belah baterai lowbet cepat abis,neutral
barang original sesuai harga,positive
barang ok fungsi baik terima kasih,positive
nyaman pakai suara jernih koneksi bluetooth kuat,positive
charger nya susah pakai kabel rusak bingung nge charge nya deskripsi nya,negative
baterai awet suara baik,positive
bagus moga awet,positive
barang bagus,positive
lumayan,positive
bagus ngebass barang nya awet,positive
harga ribu best powerbank nya terusterang beli review nya david gadgetin telpon zoom sik oke quick process jual pinzy,positive
bagus bagus cuman penyok tidak kirim,positive
paket sesuai pesan moga awet terima kasih,positive
warna nya tidak sesuai,neutral
bagus mantap,positive
tidak bad sesuai harga,positive
bagus murah highly,positive
bahan hitam doff bukan bahan kilat gambar ukur standar telinga,neutral
belah kiri rusak,negative
belum coba produk mudah an bagus awet,positive
aman packingnya,positive
bagus sesuai harga rusak nyata ngedrop gak bikin kecewa gak kasih foto salah upload,positive
barang kirim baik cepat kualitas jelek sesuai harga belah kadang tidak ngecas pas taruh otomatis nyambung ponsel,positive
harga the harga and quality tidak bad low budget,positive
bagus barang nya suara mantaaappp,positive
barang original,positive
barang oke,positive
slot charger eror gagal charge tekan kuningan charger suara oke kualitas sesuai harga,negative
abisssss,positive
suara jernih bagus,positive
barang bagus,positive
sesuai order,positive
tidak kendala minggu tidak bisa cas led mati mati total beli belum aja,neutral
mantap,positive
rada jelek,positive
mantap barang foto asli,positive
barang sesuai deskripsi packing aman harga sesuai,positive
packingnya aman kirim lumayan cepat tws nya fungsi baik,positive
sesuai pesan fungsi baik barang cepat terima kasih,positive
bass mntep makasih jual,positive
barang cepat packing rapi kualitas ok sesuai harga,positive
barang oke kirim cepat packing rapi,positive
packing rapi aman dah suara ngebass bagus,positive
mantap,positive
jual ok barang ok kurir ok,positive
oke harga segitu,positive
barang aman packing rapi aman fitur fungsi baik terima kasih,positive
belum dipake moga awet tahan,positive
mantap deh sesuai harga tidak kecewa bass nya ok,positive
yah lumayan harga murah kualitas harap kualitas sesuai harga foto banding harga harap lbih kalo,positive
kardus nya penyok untung barang nya aman moga awet,positive
barang rusak,neutral
emas nya rapi barang selamat suka,positive
mantap,positive
bagus,positive
mantap min barang selamat,positive
mantap produk fungsi baik suara enak telinga,positive
kualitas barang ok,positive
bagus,positive
suara bagus harga ok,positive
kualitas suara lumayan bagus harga segitu kualitas charging bungkus boros pakai charging tws nya udah habis tws nya tahan,positive
kualitas suara tidak bagus kualitas plastik jelek tidak tampil iklan,negative
kualitas suara ok kayak tidak brsa tws harga cuman syg pesan nya piece piece,positive
mantap,positive
nyaman pakai suara hasil ok,positive
barang original suara merdu jamin kualitas mantap,positive
packingnya rapi banget barang oke,positive
fungsi baik alternatif hs milik bosen hs,positive
harga kualitas gak bisa protes harga gin ok,positive
kanan kiri bisa langsung nyambung hapus sanding dikonekin bisa nyambung,negative
sakit make ubah bisa nyala sebentar doang langsung mati headset nya kocak,negative
mantap,positive
bagus sih tidak bisa nyala cas,positive
puas proses cepat,positive
mas awet,positive
barang muas nyaman pakenya mantap suara praktis jual packing rapih kirim cepat,positive
nyala belah nj kualitas suara ok kirim bet maklum harga segitu,negative
pesan sesuai deskripsi suara bagus harga,positive
barang original suara jernih nyaman pakai garansi resmi koneksi bluetooth kuat desain modern material premium baterai tahan noise cancellat,positive
sesuai fungsi baik,positive
kabel chargernya lepuh pas cas bentuk tidak sesuai telinga indonesia,neutral
kirim cepat jual responsif packing rapih very recomended jual gbu,positive
barang bagus,positive
lumayan sesuai harga terima kasih jual,positive
tidak baca ponsel laptop,negative
nyala nya bagus salah kaya powerbank bukan deskripsi powerbank,positive
maaf tidak bisa kasih bintang karna minus nya lumayan karna orang nya tidak tega kasih keluh ambil barang sen,positive
barang terima sesuai pesan kondisi oke fungsi baik terima kasih,positive
mantap real gambar,positive
barang terima kondisi fungsi baik kualitas suara sesuai harga,positive
mantapppppp,positive
ok,positive
sesuai pesan jual cepat packing rapi,positive
barang nya baik maaf juragan bisa kasih bintang,positive
sesuai harga,positive
puas barang sesuai,positive
barang sesuai pesan,positive
pake kagok belum suara oke bas oke desain oke oke siiiipp,positive
barang nya bagus suara nya merdu,positive
bagus koneksi cepat battery awet,positive
bagus bass,positive
respon cepat kirim cepat barang sesuai bagus jual all,positive
sesuai pesan packinag aman kirim cepat lom coba terima kasih,positive
oke,positive
bagus sih android cuman nyata ipohone disconect,positive
alhamdulillah barang fungsi baik terima kasih min,positive
ok laah,positive
kualitas baik sesuai harga kirim cepat moga bisa awet,positive
harga jangkau value uang jual ramah proses pesan cepat,positive
hidup belah,negative
bagus aja belum tau umur brapa,positive
tidak bisa nyala cuman doang nge charge tidak bisa dipake,negative
fungsi baik,positive
kualitas suara kalah pakai kabel harga ribu pakai audio low freq bass tidak dengar te,neutral
beli hendset tidak headsetnya charger aja maaf tidak foto video udah senang duluan,negative
sesuai pesan fungsi baik moga awet,positive
biar bintang bicara,positive
barang original,positive
kualitas suara bagus,neutral
mantap aman percaya,positive
baguuuussss,positive
pesan tidak sesuai jual tidak balas chatnya,negative
produk sesuai fungsi normal was salah boxnya penyok jual cepat respon kirim cepat,positive
beli toko rusak chat tele batas komplain tidak bisa tukar barang sempurna barang refu,negative
produk kerja baik kirim sesuai estimasi murah abis buds kiri magnet ganjal pas ngecharge,positive
mantap,positive
barang bekas pakai buka kemas penyok isi nya aneh pas pakai kadang mati bluetooth nya barang nya,negative
barang nya fungsi baik sesuai harga packingnya kotak nya penyok untung aja isi aman baik layan,positive
cepat respon,positive
mantap,positive
bagus barang suka buku pandu lengkap how to use that,positive
moga fungsi,positive
respon cepat,positive
layan ok barang bassnya alias jelek,positive
mantap sesuai pesan,positive
bagus sesuai pesan suara bass nya nendang,positive
tidak fungsi,negative
barang nya bagus bangeeeet ekspektasi real gambar cepat suara desain kece murah favorit sih,positive
kirim cepat bintang kejora packingnya budsnya harga gin udah oke tahan baterai jelek dikit charge,positive
aman fungsi baik sesuai ekspektasi,positive
barang original,positive
fungsi keren puas,positive
model beda fungsi baik,positive
barang terima fungsi,positive
telinga kiri kok gak bisa bunyi,positive
produk kualitas harga jangkau moga awet,positive
emas aman barang ok sesuai gambar etalase,positive
pesan coba normal moga awet terima kasih,positive
mantap cepat kirim,positive
bagus kiri mati mati besok nya tidak kejut sih nama produk,positive
kirim ok sayang kualitas tidak sesuai headset belah kiri tidak bisa on mati charger nya tidak hidup angkat headset,negative
barang belum nya salah kirim,negative
alhamdulillah paket tuju ku malam rupa tidak packing nya bagus rapih barang aman kirim sesuai ku suara,positive
sesuai deskripsi barang bagus murah tidak murah cocok ponsel redmi,positive
cepat smpainya terima kasih selamat belum coba mudh an awet,positive
barang bagus,positive
barang kirim tidak sesuai pesan suara lambat belah koplen toko tidak bisa alas tidak video unboxing,negative
cepat respon kurir ok lapak ramah kualitas lumayan power bank hedsetnya baterai pakai cepat habis,positive
hmm yaudahlah,positive
lumayan,positive
mantap harga segitu puas,positive
coba ok lumayan moga awet,positive
bagus,positive
barang bagus sesuai pesan awet barang nya sukses berkah sellernya,positive
barang fungsi baik moga langgeng,positive
mantap jiwa mantap,positive
mantap fungsi baik,positive
pesan terima baik sesuai jadwal terima order,positive
barang kirim nya cepat produk sesuai so so bagus,positive
mantap kirim cepat cepat estimasi,positive
muas,positive
barang bagus murah moga awet,positive
belah kiri mati tidak fungsi,negative
ekspektasi quality lihat murah baterai lumayan awet kabel charger pendek tidak bisa lepas sulit cas,positive
barang sesuai gambar kirim cepat moga awet,positive
keren sih,positive
bagus harga harga ribu,positive
barang darat aman harga segitu bagus,positive
barang sesuai gambar deskripsi packing bungkus bubble wrap isi paket baik langsung tes puas,positive
terima kasih fungsi baik kasih bintang,positive
fungsi kanan pas kiri buka nyata putus baterai cepat habis,negative
yey fungsi mudah an awwet,positive
alhamdulillah bisa bismillah moga awettt terima kasih selleerr,positive
barang aman all mantap,positive
kirim barang tidak bisa nyala udah jam cas tidak tanda hidup terima kasih sis sukses,negative
packing aman rapih cepat fungsi,positive
respon jual cepat baik barang bagus packing bagus kirim cepat,positive
pakai tws nya jam,positive
kirim cept normal,positive
value uang,positive
packing nya lumayan tipis ukur headset kualitas tara harga mantap dah,positive
trimks,positive
barang fungsi baik,positive
order terima baik sesuai deskripsi fungsi baik trmksh,positive
mantap barang bagus,positive
mantap sisi input bagus,positive
mantap tidak kecewa beli cepat,positive
bagus ko ok,positive
durung cacak menawe muantep baee suarane,positive
barang gue tidak baca tunggu investigasi kurir langgan tidak tindak proses komplain,negative
packing penyok kualitas aman suara aman barang bagus,positive
harga gin tws ekspektasi moga awet,positive
barang sesuai spesifikasi kirim cepat compalin dikit suara putus da halang tembok rumah bangun ponsel tidak pegang bawa jarak,positive
terima kasih,positive
kemas bagus kirim cepat respon layan baik kualitas barang cacat rusa bukan jatuh,neutral
barang bagus packing aman kirim cepat moga sukses,positive
harga promo kualitas suara bagus model plug isolasi suara baik,positive
packing aman emas cepat pesan kirim balas chat cepat recomended barang bagus suara lumayan bagus,positive
terima kasih mantap,positive
barang terima baik tidak cacat sesuai harap terima kasih,positive
aman suara enak buka tidak sangka barang,positive
bagus tidak jeda tahan,positive
produk terima baik fungsi sempurna produk terima segel plastik salah earpiece nya tidak fungsi,positive
cenderung jarak dengar doang kadang ndut an suara hilang,negative
working normally on ios device,positive
charge nya pakai min bagus,neutral
kirim cepat cepat respon ramah kualitas bagus,positive
barang bagus fungsi pas telinga,positive
harga produk nya sesuai suara bagus lumayan mudah bawa respon jual cepat,positive
keren,positive
siiipp barang fungsi baik,positive
kirim relatif cepat barang baik fungsi,positive
pesan oke fungsi bagus packing rapi aman barang oke sukses,positive
barang sesuai pesan,positive
puas,positive
paket dah paket lengkap sesuai mudah mudah fungsi baik terima kasih,positive
awet tidak nyesal beli,positive
barang selamat fungsi baik suara mantap harga murah terima kasih,positive
value the uang tetep tidak sangka harga segitu baik quality,positive
mantap barang rekomendasi yutub suara enak bassy treble garing vocalnya basah quality ringkih finishing solid parah,positive
beli tws inspirasi sobathape bagus sih barang,positive
terima kasih,positive
barang pesan terima baik aman tws fungsi baik tahan baterai baik kondisi pakai jam teng,positive
terima kasih barang terima bentuk headset bagus koneksi mudah suara nyaman fungsi sukses,positive
barang nya bagus fungsi baik terima kasih amanah percaya,positive
koneksi headset ponsel bt bisa dijoinkan kalo pakai nya kualitas suara lumayan,positive
lumayan tidak too impressed,positive
suara mantap tws kirim cepat dus tidak mulus ok barang aman selamat tuju,positive
fitur fungsi baik,positive
mantap,positive
okesih murah seri sen,positive
keren abis suara mantap,positive
barang bagus bungkus rapi terima kustomer baik tidak cacat,positive
terima kasih barang moga fungsi baik belum coba coba charge,positive
coba moga bagus,positive
packing penyok tidak fungsi baik harga diskon aja,positive
mantap,positive
beyond expectations,positive
so ok charge bisa suara ok sesuai harga moga tahan baterai nya tidak gampang drop,positive
tidak bad moga awet,positive
kirim cepat barang ok nya fungsi baik,positive
sesuai pesan kualitas suara sesuai harga hemat baterai jam pakai normal kemas aman kurir ramah,positive
barang mantap parah suara keras volume,positive
mantap,positive
bagus awet tidak nyesal beli,positive
packingnya rapih barang utuh,positive
kualitas suara aja koneksi bluetooth tidak cakup jarak,neutral
lumayan sesuai harga fungsi baik nuhun,positive
cepat respon spesifikasi kardus sih udah bluetooth sesuai spesifikasi,positive
kirim cepat barang terima dlm kondisi baik coba suara bersih suara bass nya tidak coba suara dolby atmos lihat beda,positive
kirim barang ok,positive
mantap fungsi harga kualitas,positive
terima kasih mantap order,positive
ok barang dah terima aman mantaaaaaapppp terima kasih,positive
so so bagus,positive
